,GM12878__files,hepatocytes__files,HepG2__files,MCF-7__files
DNase-seq,"ENCFF264NMW,ENCFF901GZH","ENCFF127YZA,ENCFF553BEF",ENCFF867UYB,"ENCFF922TLC,ENCFF615FRD"
